Multi Channel Systems MC_Stimulus II
ASCII import Version 1.10
-0	60
1.42857145	700
0	39220
-1200	20
-0	60
34.2857148	700
0	39220
-350	20
-0	60
10.00000015	700
0	39220
-100	20
-0	60
2.8571429	700
0	39220
-1050	20
-0	60
30.00000045	700
0	39220
-700	20
-0	60
20.0000003	700
0	39220
-1500	20
-0	60
42.8571435	700
0	39220
-1550	20
-0	60
44.28571495	700
0	39220
-200	20
-0	60
5.7142858	700
0	39220
-850	20
-0	60
24.28571465	700
0	39220
-1250	20
-0	60
35.71428625	700
0	39220
-600	20
-0	60
17.1428574	700
0	39220
-800	20
-0	60
22.8571432	700
0	39220
-450	20
-0	60
12.85714305	700
0	39220
-1600	20
-0	60
45.7142864	700
0	39220
-500	20
-0	60
14.2857145	700
0	39220
-1400	20
-0	60
40.0000006	700
0	79220
-1100	20
-0	60
31.4285719	700
0	39220
-1300	20
-0	60
37.1428577	700
0	39220
-950	20
-0	60
27.14285755	700
0	39220
-250	20
-0	60
7.14285725	700
0	39220
-900	20
-0	60
25.7142861	700
0	39220
-400	20
-0	60
11.4285716	700
0	39220
-1450	20
-0	60
41.42857205	700
0	39220
-1000	20
-0	60
28.571429	700
0	39220
-150	20
-0	60
4.28571435	700
0	39220
-1350	20
-0	60
38.57142915	700
0	39220
-750	20
-0	60
21.42857175	700
0	39220
-1150	20
-0	60
32.85714335	700
0	39220
-650	20
-0	60
18.57142885	700
0	39220
-300	20
-0	60
8.5714287	700
0	39220
-550	20
-0	60
15.71428595	700
0	39220
-50	20
-0	60
1.42857145	700
0	39220
-1200	20
-0	60
34.2857148	700
0	39220
-350	20
-0	60
10.00000015	700
0	39220
-100	20
-0	60
2.8571429	700
0	39220
-1050	20
-0	60
30.00000045	700
0	39220
-700	20
-0	60
20.0000003	700
0	39220
-1500	20
-0	60
42.8571435	700
0	39220
-1550	20
-0	60
44.28571495	700
0	39220
-200	20
-0	60
5.7142858	700
0	39220
-850	20
-0	60
24.28571465	700
0	39220
-1250	20
-0	60
35.71428625	700
0	39220
-600	20
-0	60
17.1428574	700
0	39220
-800	20
-0	60
22.8571432	700
0	39220
-450	20
-0	60
12.85714305	700
0	39220
-1600	20
-0	60
45.7142864	700
0	39220
-500	20
-0	60
14.2857145	700
0	39220
-1400	20
-0	60
40.0000006	700
0	79220
-1100	20
-0	60
31.4285719	700
0	39220
-1300	20
-0	60
37.1428577	700
0	39220
-950	20
-0	60
27.14285755	700
0	39220
-250	20
-0	60
7.14285725	700
0	39220
-900	20
-0	60
25.7142861	700
0	39220
-400	20
-0	60
11.4285716	700
0	39220
-1450	20
-0	60
41.42857205	700
0	39220
-1000	20
-0	60
28.571429	700
0	39220
-150	20
-0	60
4.28571435	700
0	39220
-1350	20
-0	60
38.57142915	700
0	39220
-750	20
-0	60
21.42857175	700
0	39220
-1150	20
-0	60
32.85714335	700
0	39220
-650	20
-0	60
18.57142885	700
0	39220
-300	20
-0	60
8.5714287	700
0	39220
-550	20
-0	60
15.71428595	700
0	39220
-50	20
-0	60
1.42857145	700
0	39220
-1200	20
-0	60
34.2857148	700
0	39220
-350	20
-0	60
10.00000015	700
0	39220
-100	20
-0	60
2.8571429	700
0	39220
-1050	20
-0	60
30.00000045	700
0	39220
-700	20
-0	60
20.0000003	700
0	39220
-1500	20
-0	60
42.8571435	700
0	39220
-1550	20
-0	60
44.28571495	700
0	39220
-200	20
-0	60
5.7142858	700
0	39220
-850	20
-0	60
24.28571465	700
0	39220
-1250	20
-0	60
35.71428625	700
0	39220
-600	20
-0	60
17.1428574	700
0	39220
-800	20
-0	60
22.8571432	700
0	39220
-450	20
-0	60
12.85714305	700
0	39220
-1600	20
-0	60
45.7142864	700
0	39220
-500	20
-0	60
14.2857145	700
0	39220
-1400	20
-0	60
40.0000006	700
0	79220
-1100	20
-0	60
31.4285719	700
0	39220
-1300	20
-0	60
37.1428577	700
0	39220
-950	20
-0	60
27.14285755	700
0	39220
-250	20
-0	60
7.14285725	700
0	39220
-900	20
-0	60
25.7142861	700
0	39220
-400	20
-0	60
11.4285716	700
0	39220
-1450	20
-0	60
41.42857205	700
0	39220
-1000	20
-0	60
28.571429	700
0	39220
-150	20
-0	60
4.28571435	700
0	39220
-1350	20
-0	60
38.57142915	700
0	39220
-750	20
-0	60
21.42857175	700
0	39220
-1150	20
-0	60
32.85714335	700
0	39220
-650	20
-0	60
18.57142885	700
0	39220
-300	20
-0	60
8.5714287	700
0	39220
-550	20
-0	60
15.71428595	700
0	39220
-50	20
-0	60
1.42857145	700
0	39220
-1200	20
-0	60
34.2857148	700
0	39220
-350	20
-0	60
10.00000015	700
0	39220
-100	20
-0	60
2.8571429	700
0	39220
-1050	20
-0	60
30.00000045	700
0	39220
-700	20
-0	60
20.0000003	700
0	39220
-1500	20
-0	60
42.8571435	700
0	39220
-1550	40
-0	60
88.57142835	700
0	39200
-200	40
-0	60
11.4285714	700
0	39200
-850	40
-0	60
48.57142845	700
0	39200
-1250	40
-0	60
71.42857125	700
0	39200
-600	40
-0	60
34.2857142	700
0	39200
-800	40
-0	60
45.7142856	700
0	39200
-450	40
-0	60
25.71428565	700
0	39200
-1600	40
-0	60
91.4285712	700
0	39200
-500	40
-0	60
28.5714285	700
0	39200
-1400	40
-0	60
79.9999998	700
0	79200
-1100	40
-0	60
62.8571427	700
0	39200
-1300	40
-0	60
74.2857141	700
0	39200
-950	40
-0	60
54.28571415	700
0	39200
-250	40
-0	60
14.28571425	700
0	39200
-900	40
-0	60
51.4285713	700
0	39200
-400	40
-0	60
22.8571428	700
0	39200
-1450	40
-0	60
82.85714265	700
0	39200
-1000	40
-0	60
57.142857	700
0	39200
-150	40
-0	60
8.57142855	700
0	39200
-1350	40
-0	60
77.14285695	700
0	39200
-750	40
-0	60
42.85714275	700
0	39200
-1150	40
-0	60
65.71428555	700
0	39200
-650	40
-0	60
37.14285705	700
0	39200
-300	40
-0	60
17.1428571	700
0	39200
-550	40
-0	60
31.42857135	700
0	39200
-50	40
-0	60
2.85714285	700
0	39200
-1200	40
-0	60
68.5714284	700
0	39200
-350	40
-0	60
19.99999995	700
0	39200
-100	40
-0	60
5.7142857	700
0	39200
-1050	40
-0	60
59.99999985	700
0	39200
-700	40
-0	60
39.9999999	700
0	39200
-1500	40
-0	60
85.7142855	700
0	39200
-1550	40
-0	60
88.57142835	700
0	39200
-200	40
-0	60
11.4285714	700
0	39200
-850	40
-0	60
48.57142845	700
0	39200
-1250	40
-0	60
71.42857125	700
0	39200
-600	40
-0	60
34.2857142	700
0	39200
-800	40
-0	60
45.7142856	700
0	39200
-450	40
-0	60
25.71428565	700
0	39200
-1600	40
-0	60
91.4285712	700
0	39200
-500	40
-0	60
28.5714285	700
0	39200
-1400	40
-0	60
79.9999998	700
0	79200
-1100	40
-0	60
62.8571427	700
0	39200
-1300	40
-0	60
74.2857141	700
0	39200
-950	40
-0	60
54.28571415	700
0	39200
-250	40
-0	60
14.28571425	700
0	39200
-900	40
-0	60
51.4285713	700
0	39200
-400	40
-0	60
22.8571428	700
0	39200
-1450	40
-0	60
82.85714265	700
0	39200
-1000	40
-0	60
57.142857	700
0	39200
-150	40
-0	60
8.57142855	700
0	39200
-1350	40
-0	60
77.14285695	700
0	39200
-750	40
-0	60
42.85714275	700
0	39200
-1150	40
-0	60
65.71428555	700
0	39200
-650	40
-0	60
37.14285705	700
0	39200
-300	40
-0	60
17.1428571	700
0	39200
-550	40
-0	60
31.42857135	700
0	39200
-50	40
-0	60
2.85714285	700
0	39200
-1200	40
-0	60
68.5714284	700
0	39200
-350	40
-0	60
19.99999995	700
0	39200
-100	40
-0	60
5.7142857	700
0	39200
-1050	40
-0	60
59.99999985	700
0	39200
-700	40
-0	60
39.9999999	700
0	39200
-1500	40
-0	60
85.7142855	700
0	39200
-1550	40
-0	60
88.57142835	700
0	39200
-200	40
-0	60
11.4285714	700
0	39200
-850	40
-0	60
48.57142845	700
0	39200
-1250	40
-0	60
71.42857125	700
0	39200
-600	40
-0	60
34.2857142	700
0	39200
-800	40
-0	60
45.7142856	700
0	39200
-450	40
-0	60
25.71428565	700
0	39200
-1600	40
-0	60
91.4285712	700
0	39200
-500	40
-0	60
28.5714285	700
0	39200
-1400	40
-0	60
79.9999998	700
0	79200
-1100	40
-0	60
62.8571427	700
0	39200
-1300	40
-0	60
74.2857141	700
0	39200
-950	40
-0	60
54.28571415	700
0	39200
-250	40
-0	60
14.28571425	700
0	39200
-900	40
-0	60
51.4285713	700
0	39200
-400	40
-0	60
22.8571428	700
0	39200
-1450	40
-0	60
82.85714265	700
0	39200
-1000	40
-0	60
57.142857	700
0	39200
-150	40
-0	60
8.57142855	700
0	39200
-1350	40
-0	60
77.14285695	700
0	39200
-750	40
-0	60
42.85714275	700
0	39200
-1150	40
-0	60
65.71428555	700
0	39200
-650	40
-0	60
37.14285705	700
0	39200
-300	40
-0	60
17.1428571	700
0	39200
-550	40
-0	60
31.42857135	700
0	39200
-50	40
-0	60
2.85714285	700
0	39200
-1200	40
-0	60
68.5714284	700
0	39200
-350	40
-0	60
19.99999995	700
0	39200
-100	40
-0	60
5.7142857	700
0	39200
-1050	40
-0	60
59.99999985	700
0	39200
-700	40
-0	60
39.9999999	700
0	39200
-1500	40
-0	60
85.7142855	700
0	39200
-1550	40
-0	60
88.57142835	700
0	39200
-200	40
-0	60
11.4285714	700
0	39200
-850	40
-0	60
48.57142845	700
0	39200
-1250	40
-0	60
71.42857125	700
0	39200
-600	40
-0	60
34.2857142	700
0	39200
-800	40
-0	60
45.7142856	700
0	39200
-450	40
-0	60
25.71428565	700
0	39200
-1600	40
-0	60
91.4285712	700
0	39200
-500	40
-0	60
28.5714285	700
0	39200
-1400	40
-0	60
79.9999998	700
0	79200
-1100	40
-0	60
62.8571427	700
0	39200
-1300	40
-0	60
74.2857141	700
0	39200
-950	40
-0	60
54.28571415	700
0	39200
-250	40
-0	60
14.28571425	700
0	39200
-900	40
-0	60
51.4285713	700
0	39200
-400	40
-0	60
22.8571428	700
0	39200
-1450	40
-0	60
82.85714265	700
0	39200
-1000	40
-0	60
57.142857	700
0	39200
-150	40
-0	60
8.57142855	700
0	39200
-1350	40
-0	60
77.14285695	700
0	39200
-750	40
-0	60
42.85714275	700
0	39200
-1150	40
-0	60
65.71428555	700
0	39200
-650	40
-0	60
37.14285705	700
0	39200
-300	40
-0	60
17.1428571	700
0	39200
-550	40
-0	60
31.42857135	700
0	39200
-50	40
-0	60
2.85714285	700
0	39200
-1200	40
-0	60
68.5714284	700
0	39200
-350	40
-0	60
19.99999995	700
0	39200
-100	40
-0	60
5.7142857	700
0	39200
-1050	40
-0	60
59.99999985	700
0	39200
-700	40
-0	60
39.9999999	700
0	39200
-1500	40
-0	60
85.7142855	700
0	39200
-1550	40
-0	60
88.57142835	700
0	39200
-200	40
-0	60
11.4285714	700
0	39200
-850	40
-0	60
48.57142845	700
0	39200
-1250	40
-0	60
71.42857125	700
0	39200
-600	40
-0	60
34.2857142	700
0	39200
-800	40
-0	60
45.7142856	700
0	39200
-450	40
-0	60
25.71428565	700
0	39200
-1600	40
-0	60
91.4285712	700
0	39200
-500	40
-0	60
28.5714285	700
0	39200
-1400	40
-0	60
79.9999998	700
0	79200
-1100	40
-0	60
62.8571427	700
0	39200
-1300	40
-0	60
74.2857141	700
0	39200
-950	40
-0	60
54.28571415	700
0	39200
-250	40
-0	60
14.28571425	700
0	39200
-900	40
-0	60
51.4285713	700
0	39200
-400	40
-0	60
22.8571428	700
0	39200
-1450	40
-0	60
82.85714265	700
0	39200
-1000	40
-0	60
57.142857	700
0	39200
-150	40
-0	60
8.57142855	700
0	39200
-1350	40
-0	60
77.14285695	700
0	39200
-750	40
-0	60
42.85714275	700
0	39200
-1150	40
-0	60
65.71428555	700
0	39200
-650	40
-0	60
37.14285705	700
0	39200
-300	40
-0	60
17.1428571	700
0	39200
-550	40
-0	60
31.42857135	700
0	39200
-50	40
-0	60
2.85714285	700
0	39200
-1200	40
-0	60
68.5714284	700
0	39200
-350	40
-0	60
19.99999995	700
0	39200
-100	40
-0	60
5.7142857	700
0	39200
-1050	40
-0	60
59.99999985	700
0	39200
-700	40
-0	60
39.9999999	700
0	39200
-1500	40
-0	60
85.7142855	700
0	39200
-1550	60
-0	60
132.8571433	700
0	39180
-200	60
-0	60
17.1428572	700
0	39180
-850	60
-0	60
72.8571431	700
0	39180
-1250	60
-0	60
107.1428575	700
0	39180
-600	60
-0	60
51.4285716	700
0	39180
-800	60
-0	60
68.5714288	700
0	39180
-450	60
-0	60
38.5714287	700
0	39180
-1600	60
-0	60
137.1428576	700
0	39180
-500	60
-0	60
42.857143	700
0	39180
-1400	60
-0	60
120.0000004	700
0	79180
-1100	60
-0	60
94.2857146	700
0	39180
-1300	60
-0	60
111.4285718	700
0	39180
-950	60
-0	60
81.4285717	700
0	39180
-250	60
-0	60
21.4285715	700
0	39180
-900	60
-0	60
77.1428574	700
0	39180
-400	60
-0	60
34.2857144	700
0	39180
-1450	60
-0	60
124.2857147	700
0	39180
-1000	60
-0	60
85.714286	700
0	39180
-150	60
-0	60
12.8571429	700
0	39180
-1350	60
-0	60
115.7142861	700
0	39180
-750	60
-0	60
64.2857145	700
0	39180
-1150	60
-0	60
98.5714289	700
0	39180
-650	60
-0	60
55.7142859	700
0	39180
-300	60
-0	60
25.7142858	700
0	39180
-550	60
-0	60
47.1428573	700
0	39180
-50	60
-0	60
4.2857143	700
0	39180
-1200	60
-0	60
102.8571432	700
0	39180
-350	60
-0	60
30.0000001	700
0	39180
-100	60
-0	60
8.5714286	700
0	39180
-1050	60
-0	60
90.0000003	700
0	39180
-700	60
-0	60
60.0000002	700
0	39180
-1500	60
-0	60
128.571429	700
0	39180
-1550	60
-0	60
132.8571433	700
0	39180
-200	60
-0	60
17.1428572	700
0	39180
-850	60
-0	60
72.8571431	700
0	39180
-1250	60
-0	60
107.1428575	700
0	39180
-600	60
-0	60
51.4285716	700
0	39180
-800	60
-0	60
68.5714288	700
0	39180
-450	60
-0	60
38.5714287	700
0	39180
-1600	60
-0	60
137.1428576	700
0	39180
-500	60
-0	60
42.857143	700
0	39180
-1400	60
-0	60
120.0000004	700
0	79180
-1100	60
-0	60
94.2857146	700
0	39180
-1300	60
-0	60
111.4285718	700
0	39180
-950	60
-0	60
81.4285717	700
0	39180
-250	60
-0	60
21.4285715	700
0	39180
-900	60
-0	60
77.1428574	700
0	39180
-400	60
-0	60
34.2857144	700
0	39180
-1450	60
-0	60
124.2857147	700
0	39180
-1000	60
-0	60
85.714286	700
0	39180
-150	60
-0	60
12.8571429	700
0	39180
-1350	60
-0	60
115.7142861	700
0	39180
-750	60
-0	60
64.2857145	700
0	39180
-1150	60
-0	60
98.5714289	700
0	39180
-650	60
-0	60
55.7142859	700
0	39180
-300	60
-0	60
25.7142858	700
0	39180
-550	60
-0	60
47.1428573	700
0	39180
-50	60
-0	60
4.2857143	700
0	39180
-1200	60
-0	60
102.8571432	700
0	39180
-350	60
-0	60
30.0000001	700
0	39180
-100	60
-0	60
8.5714286	700
0	39180
-1050	60
-0	60
90.0000003	700
0	39180
-700	60
-0	60
60.0000002	700
0	39180
-1500	60
-0	60
128.571429	700
0	39180
-1550	60
-0	60
132.8571433	700
0	39180
-200	60
-0	60
17.1428572	700
0	39180
-850	60
-0	60
72.8571431	700
0	39180
-1250	60
-0	60
107.1428575	700
0	39180
-600	60
-0	60
51.4285716	700
0	39180
-800	60
-0	60
68.5714288	700
0	39180
-450	60
-0	60
38.5714287	700
0	39180
-1600	60
-0	60
137.1428576	700
0	39180
-500	60
-0	60
42.857143	700
0	39180
-1400	60
-0	60
120.0000004	700
0	79180
-1100	60
-0	60
94.2857146	700
0	39180
-1300	60
-0	60
111.4285718	700
0	39180
-950	60
-0	60
81.4285717	700
0	39180
-250	60
-0	60
21.4285715	700
0	39180
-900	60
-0	60
77.1428574	700
0	39180
-400	60
-0	60
34.2857144	700
0	39180
-1450	60
-0	60
124.2857147	700
0	39180
-1000	60
-0	60
85.714286	700
0	39180
-150	60
-0	60
12.8571429	700
0	39180
-1350	60
-0	60
115.7142861	700
0	39180
-750	60
-0	60
64.2857145	700
0	39180
-1150	60
-0	60
98.5714289	700
0	39180
-650	60
-0	60
55.7142859	700
0	39180
-300	60
-0	60
25.7142858	700
0	39180
-550	60
-0	60
47.1428573	700
0	39180
-50	60
-0	60
4.2857143	700
0	39180
-1200	60
-0	60
102.8571432	700
0	39180
-350	60
-0	60
30.0000001	700
0	39180
-100	60
-0	60
8.5714286	700
0	39180
-1050	60
-0	60
90.0000003	700
0	39180
-700	60
-0	60
60.0000002	700
0	39180
-1500	60
-0	60
128.571429	700
0	39180
-1550	60
-0	60
132.8571433	700
0	39180
-200	60
-0	60
17.1428572	700
0	39180
-850	60
-0	60
72.8571431	700
0	39180
-1250	60
-0	60
107.1428575	700
0	39180
-600	60
-0	60
51.4285716	700
0	39180
-800	60
-0	60
68.5714288	700
0	39180
-450	60
-0	60
38.5714287	700
0	39180
-1600	60
-0	60
137.1428576	700
0	39180
-500	60
-0	60
42.857143	700
0	39180
-1400	60
-0	60
120.0000004	700
0	79180
-1100	60
-0	60
94.2857146	700
0	39180
-1300	60
-0	60
111.4285718	700
0	39180
-950	60
-0	60
81.4285717	700
0	39180
-250	60
-0	60
21.4285715	700
0	39180
-900	60
-0	60
77.1428574	700
0	39180
-400	60
-0	60
34.2857144	700
0	39180
-1450	60
-0	60
124.2857147	700
0	39180
-1000	60
-0	60
85.714286	700
0	39180
-150	60
-0	60
12.8571429	700
0	39180
-1350	60
-0	60
115.7142861	700
0	39180
-750	60
-0	60
64.2857145	700
0	39180
-1150	60
-0	60
98.5714289	700
0	39180
-650	60
-0	60
55.7142859	700
0	39180
-300	60
-0	60
25.7142858	700
0	39180
-550	60
-0	60
47.1428573	700
0	39180
-50	60
-0	60
4.2857143	700
0	39180
-1200	60
-0	60
102.8571432	700
0	39180
-350	60
-0	60
30.0000001	700
0	39180
-100	60
-0	60
8.5714286	700
0	39180
-1050	60
-0	60
90.0000003	700
0	39180
-700	60
-0	60
60.0000002	700
0	39180
-1500	60
-0	60
128.571429	700
0	39180
-1550	60
-0	60
132.8571433	700
0	39180
-200	60
-0	60
17.1428572	700
0	39180
-850	60
-0	60
72.8571431	700
0	39180
-1250	60
-0	60
107.1428575	700
0	39180
-600	60
-0	60
51.4285716	700
0	39180
-800	60
-0	60
68.5714288	700
0	39180
-450	60
-0	60
38.5714287	700
0	39180
-1600	60
-0	60
137.1428576	700
0	39180
-500	60
-0	60
42.857143	700
0	39180
-1400	60
-0	60
120.0000004	700
0	79180
-1100	60
-0	60
94.2857146	700
0	39180
-1300	60
-0	60
111.4285718	700
0	39180
-950	60
-0	60
81.4285717	700
0	39180
-250	60
-0	60
21.4285715	700
0	39180
-900	60
-0	60
77.1428574	700
0	39180
-400	60
-0	60
34.2857144	700
0	39180
-1450	60
-0	60
124.2857147	700
0	39180
-1000	60
-0	60
85.714286	700
0	39180
-150	60
-0	60
12.8571429	700
0	39180
-1350	60
-0	60
115.7142861	700
0	39180
-750	60
-0	60
64.2857145	700
0	39180
-1150	60
-0	60
98.5714289	700
0	39180
-650	60
-0	60
55.7142859	700
0	39180
-300	60
-0	60
25.7142858	700
0	39180
-550	60
-0	60
47.1428573	700
0	39180
-50	60
-0	60
4.2857143	700
0	39180
-1200	60
-0	60
102.8571432	700
0	39180
-350	60
-0	60
30.0000001	700
0	39180
-100	60
-0	60
8.5714286	700
0	39180
-1050	60
-0	60
90.0000003	700
0	39180
-700	60
-0	60
60.0000002	700
0	39180
-1500	60
-0	60
128.571429	700
0	39180
-1550	80
-0	60
177.1428505	700
0	39160
-200	80
-0	60
22.857142	700
0	39160
-850	80
-0	60
97.1428535	700
0	39160
-1250	80
-0	60
142.8571375	700
0	39160
-600	80
-0	60
68.571426	700
0	39160
-800	80
-0	60
91.428568	700
0	39160
-450	80
-0	60
51.4285695	700
0	39160
-1600	80
-0	60
182.857136	700
0	39160
-500	80
-0	60
57.142855	700
0	39160
-1400	80
-0	60
159.999994	700
0	79160
-1100	80
-0	60
125.714281	700
0	39160
-1300	80
-0	60
148.571423	700
0	39160
-950	80
-0	60
108.5714245	700
0	39160
-250	80
-0	60
28.5714275	700
0	39160
-900	80
-0	60
102.857139	700
0	39160
-400	80
-0	60
45.714284	700
0	39160
-1450	80
-0	60
165.7142795	700
0	39160
-1000	80
-0	60
114.28571	700
0	39160
-150	80
-0	60
17.1428565	700
0	39160
-1350	80
-0	60
154.2857085	700
0	39160
-750	80
-0	60
85.7142825	700
0	39160
-1150	80
-0	60
131.4285665	700
0	39160
-650	80
-0	60
74.2857115	700
0	39160
-300	80
-0	60
34.285713	700
0	39160
-550	80
-0	60
62.8571405	700
0	39160
-50	80
-0	60
5.7142855	700
0	39160
-1200	80
-0	60
137.142852	700
0	39160
-350	80
-0	60
39.9999985	700
0	39160
-100	80
-0	60
11.428571	700
0	39160
-1050	80
-0	60
119.9999955	700
0	39160
-700	80
-0	60
79.999997	700
0	39160
-1500	80
-0	60
171.428565	700
0	39160
-1550	80
-0	60
177.1428505	700
0	39160
-200	80
-0	60
22.857142	700
0	39160
-850	80
-0	60
97.1428535	700
0	39160
-1250	80
-0	60
142.8571375	700
0	39160
-600	80
-0	60
68.571426	700
0	39160
-800	80
-0	60
91.428568	700
0	39160
-450	80
-0	60
51.4285695	700
0	39160
-1600	80
-0	60
182.857136	700
0	39160
-500	80
-0	60
57.142855	700
0	39160
-1400	80
-0	60
159.999994	700
0	79160
-1100	80
-0	60
125.714281	700
0	39160
-1300	80
-0	60
148.571423	700
0	39160
-950	80
-0	60
108.5714245	700
0	39160
-250	80
-0	60
28.5714275	700
0	39160
-900	80
-0	60
102.857139	700
0	39160
-400	80
-0	60
45.714284	700
0	39160
-1450	80
-0	60
165.7142795	700
0	39160
-1000	80
-0	60
114.28571	700
0	39160
-150	80
-0	60
17.1428565	700
0	39160
-1350	80
-0	60
154.2857085	700
0	39160
-750	80
-0	60
85.7142825	700
0	39160
-1150	80
-0	60
131.4285665	700
0	39160
-650	80
-0	60
74.2857115	700
0	39160
-300	80
-0	60
34.285713	700
0	39160
-550	80
-0	60
62.8571405	700
0	39160
-50	80
-0	60
5.7142855	700
0	39160
-1200	80
-0	60
137.142852	700
0	39160
-350	80
-0	60
39.9999985	700
0	39160
-100	80
-0	60
11.428571	700
0	39160
-1050	80
-0	60
119.9999955	700
0	39160
-700	80
-0	60
79.999997	700
0	39160
-1500	80
-0	60
171.428565	700
0	39160
-1550	80
-0	60
177.1428505	700
0	39160
-200	80
-0	60
22.857142	700
0	39160
-850	80
-0	60
97.1428535	700
0	39160
-1250	80
-0	60
142.8571375	700
0	39160
-600	80
-0	60
68.571426	700
0	39160
-800	80
-0	60
91.428568	700
0	39160
-450	80
-0	60
51.4285695	700
0	39160
-1600	80
-0	60
182.857136	700
0	39160
-500	80
-0	60
57.142855	700
0	39160
-1400	80
-0	60
159.999994	700
0	79160
-1100	80
-0	60
125.714281	700
0	39160
-1300	80
-0	60
148.571423	700
0	39160
-950	80
-0	60
108.5714245	700
0	39160
-250	80
-0	60
28.5714275	700
0	39160
-900	80
-0	60
102.857139	700
0	39160
-400	80
-0	60
45.714284	700
0	39160
-1450	80
-0	60
165.7142795	700
0	39160
-1000	80
-0	60
114.28571	700
0	39160
-150	80
-0	60
17.1428565	700
0	39160
-1350	80
-0	60
154.2857085	700
0	39160
-750	80
-0	60
85.7142825	700
0	39160
-1150	80
-0	60
131.4285665	700
0	39160
-650	80
-0	60
74.2857115	700
0	39160
-300	80
-0	60
34.285713	700
0	39160
-550	80
-0	60
62.8571405	700
0	39160
-50	80
-0	60
5.7142855	700
0	39160
-1200	80
-0	60
137.142852	700
0	39160
-350	80
-0	60
39.9999985	700
0	39160
-100	80
-0	60
11.428571	700
0	39160
-1050	80
-0	60
119.9999955	700
0	39160
-700	80
-0	60
79.999997	700
0	39160
-1500	80
-0	60
171.428565	700
0	39160
-1550	80
-0	60
177.1428505	700
0	39160
-200	80
-0	60
22.857142	700
0	39160
-850	80
-0	60
97.1428535	700
0	39160
-1250	80
-0	60
142.8571375	700
0	39160
-600	80
-0	60
68.571426	700
0	39160
-800	80
-0	60
91.428568	700
0	39160
-450	80
-0	60
51.4285695	700
0	39160
-1600	80
-0	60
182.857136	700
0	39160
-500	80
-0	60
57.142855	700
0	39160
-1400	80
-0	60
159.999994	700
0	79160
-1100	80
-0	60
125.714281	700
0	39160
-1300	80
-0	60
148.571423	700
0	39160
-950	80
-0	60
108.5714245	700
0	39160
-250	80
-0	60
28.5714275	700
0	39160
-900	80
-0	60
102.857139	700
0	39160
-400	80
-0	60
45.714284	700
0	39160
-1450	80
-0	60
165.7142795	700
0	39160
-1000	80
-0	60
114.28571	700
0	39160
-150	80
-0	60
17.1428565	700
0	39160
-1350	80
-0	60
154.2857085	700
0	39160
-750	80
-0	60
85.7142825	700
0	39160
-1150	80
-0	60
131.4285665	700
